Price,Close,MA_20,RSI
Ticker,AAPL,,
Date,,,
2020-01-30,78.14315032958984,75.28797645568848,63.87910720350501
2020-01-31,74.67837524414062,75.39848136901855,49.368830502526095
2020-02-03,74.4732894897461,75.53395919799804,42.98754521604857
2020-02-04,76.93192291259766,75.76377716064454,54.73960552312321
2020-02-05,77.55924224853516,76.04197120666504,57.61858398349539
2020-02-06,78.46646118164062,76.30761985778808,57.529020038225354
2020-02-07,77.39989471435547,76.4422477722168,51.53370448113641
2020-02-10,77.76750946044922,76.58681182861328,54.317857203988595
2020-02-11,77.29830932617188,76.62793235778808,51.981955491841546
2020-02-12,79.13400268554688,76.81247138977051,55.95841596016507
2020-02-13,78.57046508789062,76.98499794006348,54.89955823204906
2020-02-14,78.58979034423828,77.11144180297852,62.79595709662523
2020-02-18,77.15079498291016,77.12383232116699,51.6469624383529
2020-02-19,78.26815032958984,77.21814918518066,50.03948819961402
2020-02-20,77.4651870727539,77.25868530273438,47.79082799076773
2020-02-21,75.71178436279297,77.19309310913086,53.790126213489
2020-02-24,72.11541748046875,76.95878143310547,43.07493742703556
2020-02-25,69.67271423339844,76.71525344848632,28.65975839128481
2020-02-26,70.77798461914062,76.42155113220215,30.60970272950624
2020-02-27,66.1513671875,75.81629066467285,20.962653923673003
2020-02-28,66.11267852783203,75.21476707458496,22.03051646742813
2020-03-02,72.2677993774414,75.09423828125,39.40947593464727
2020-03-03,69.97262573242188,74.86920509338378,36.82014467489328
2020-03-04,73.21826934814453,74.68352241516114,39.870723496422556
2020-03-05,70.84326934814453,74.3477237701416,37.54185540705067
2020-03-06,69.90249633789062,73.91952552795411,36.39808078194541
2020-03-09,64.37376403808594,73.26821899414062,32.26585351545086
2020-03-10,69.01004791259766,72.83034591674804,38.29354965303517
2020-03-11,66.61328125,72.29609451293945,36.8098958260886
2020-03-12,60.03492736816406,71.34114074707031,32.9456622509136
2020-03-13,67.22760009765625,70.7739974975586,45.06856907094605
2020-03-16,58.578975677490234,69.7734567642212,40.052906922057375
2020-03-17,61.15470886230469,68.97365245819091,41.59306987563917
2020-03-18,59.657630920410156,68.04312648773194,43.998910542664255
2020-03-19,59.200531005859375,67.12989368438721,43.66126183560333
2020-03-20,55.442161560058594,66.1164125442505,33.860703403056576
2020-03-23,54.26433181762695,65.2238582611084,34.60241721074512
2020-03-24,59.70841979980469,64.72564353942872,37.3045401054574
2020-03-25,59.37950134277344,64.15571937561035,38.79645090225397
2020-03-26,62.50423812866211,63.97336292266846,43.06568716704709
2020-03-27,59.916419982910156,63.663549995422365,45.57841534876779
2020-03-30,61.626304626464844,63.13147525787353,42.2240328791443
2020-03-31,61.500545501708984,62.70787124633789,44.34519040380195
2020-04-01,58.26456832885742,61.96018619537354,47.8856128145926
2020-04-02,59.23680877685547,61.37986316680908,38.79088201053478
2020-04-03,58.385494232177734,60.804013061523435,49.652597219353076
2020-04-06,63.478885650634766,60.75926914215088,53.8271276438707
2020-04-07,62.743675231933594,60.445950508117676,55.212448103478366
2020-04-08,64.34956359863281,60.332764625549316,58.37202228622622
2020-04-09,64.81391143798828,60.571713829040526,67.06597882629039
2020-04-13,66.08607482910156,60.514637565612794,71.45371499682312
2020-04-14,69.4236068725586,61.05686912536621,69.09042499125226
2020-04-15,68.78994750976562,61.43863105773926,68.27276514372636
2020-04-16,69.33656311035156,61.922577667236325,64.74275679583113
2020-04-17,68.39572143554688,62.382337188720705,69.69656208374715
2020-04-20,66.97607421875,62.95903282165527,62.596828898485946
2020-04-21,64.90581512451172,63.49110698699951,57.345564104492574
2020-04-22,66.77532958984375,63.844452476501466,69.50879574484233
2020-04-23,66.51655578613281,64.20130519866943,67.25127273134892
2020-04-24,68.43685913085938,64.4979362487793,72.67073659061472
2020-04-27,68.48523712158203,64.92637710571289,64.61867696565196
2020-04-28,67.3751449584961,65.21381912231445,63.23427076520602
2020-04-29,69.58808898925781,65.61819629669189,64.46701063770612
2020-04-30,71.05609893798828,66.25777282714844,66.33333599508109
2020-05-01,69.91217041015625,66.79154090881347,60.07901722477422
2020-05-04,70.90135955810547,67.41733417510986,54.44245668597851
2020-05-05,71.9654769897461,67.84166374206544,59.30551848011407
2020-05-06,72.70796203613281,68.33987808227539,59.767367017608386
2020-05-07,73.46012878417969,68.79540634155273,64.83439961311788
2020-05-08,75.20860290527344,69.315140914917,73.65854642499761
2020-05-11,76.39203643798828,69.83043899536133,84.78183525271736
2020-05-12,75.51899719238281,70.13520851135254,78.17750166451452
2020-05-13,74.60718536376953,70.42607040405274,75.01992477424488
2020-05-14,75.0655288696289,70.7125186920166,72.53666348654465
2020-05-15,74.62174224853516,71.02381973266601,70.31710202856787
2020-05-18,76.3799057006836,71.4940113067627,78.58673590490076
2020-05-19,75.93855285644531,72.04564819335937,72.71543377121262
2020-05-20,77.41541290283203,72.5776523590088,72.73269754827842
2020-05-21,76.83824920654297,73.0937370300293,75.8043179307769
2020-05-22,77.33297729492188,73.53854293823242,74.8787500140182
2020-05-26,76.80913543701172,73.95473785400391,69.55350828994735
2020-05-27,77.14379119873047,74.44317016601562,68.51684472886836
2020-05-28,77.1777572631836,74.82265357971191,66.5086755101059
2020-05-29,77.10256958007812,75.1249771118164,59.878471945881415
